hemodynamics bgdiffusion value,caSys_pO2,cvSys_pO2,cvSys_O2sat,bgDO2,caSys_O2sat,paodia,paoavg,svr,col,cor
0.0001,159.15112762865436,48.370620604599246,83.64446425555998,1275.5542770779282,99.28361527302927,91.14907927864574,107.27963898792201,72.73796133104105,4.355155282717752,4.356518489827884
0.00010990990990990992,165.06328559409636,48.55627278819644,83.7939395894194,1277.8054186793627,99.3632757680778,91.15022364434469,107.2790979596891,72.7387109091462,4.356169637631253,4.357858179492874
0.00011981981981981982,181.16374821739893,49.088473281347014,84.20618634300676,1283.059113989596,99.50628180882673,91.1492253309997,107.2791269580856,72.73723866634444,4.356388890873165,4.3554807932922035
0.00012972972972972974,196.1586074501566,49.59783011837751,84.58413155067197,1287.5223011426826,99.60373028658829,91.14968648884194,107.27932601002315,72.7369420985899,4.3552245849714675,4.35638285077636
0.00013963963963963964,207.71330625094865,49.96251781838596,84.850581694308,1290.7837142823917,99.66350796531519,91.14974708830047,107.2813157081228,72.73826074871539,4.356309139240925,4.35707892019616
0.00014954954954954954,224.9693657515816,50.46975318192803,85.21207497919788,1295.3612983808573,99.73380999731323,91.14969140134754,107.27817077906059,72.73719337951506,4.355769358283615,4.3565887584697025
0.00015945945945945947,230.98497580336456,50.6250880534637,85.32121369487014,1296.9023271491615,99.7532747301318,91.14788494306532,107.27895185345824,72.7378368821257,4.354534117757756,4.355842813249712
0.00016936936936936937,238.09765025475406,50.825098556919386,85.45946082879031,1298.6975832411265,99.77508271642034,91.15186820820296,107.27874943895745,72.7345200449304,4.35490162776314,4.356552746277907
0.0001792792792792793,241.14420434381648,50.895934172720295,85.50885388925636,1299.4541949080774,99.78247563336193,91.15023719727904,107.28035729178103,72.73640990279887,4.355420903786695,4.354980344124763
0.0001891891891891892,246.4670772263201,51.04306706274572,85.6092005618097,1300.7518018428857,99.79469233210428,91.149184698116,107.28104388622016,72.73808247017995,4.356372467906033,4.354901261270613
0.0001990990990990991,250.39486222663305,51.165614242157446,85.68797361489483,1301.7071238288074,99.80364502343735,91.14916066914039,107.27851710100563,72.73838459857829,4.355472383469772,4.355415747091698
0.000209009009009009,253.7395249946268,51.230029989686386,85.73441091153364,1302.5193068486733,99.81122694858402,91.15058311974741,107.2799217621734,72.73711190870107,4.355996562212552,4.355212871584241
0.00021891891891891892,255.9423398870074,51.28980303039211,85.77482816024803,1303.053939432983,99.815143744544,91.14880560401522,107.27947488132202,72.73689190264894,4.354898020247929,4.354947003095549
0.00022882882882882885,257.3713470098666,51.36133491259844,85.82109746736485,1303.3945037164867,99.81854514948121,91.15103161826234,107.2794590535964,72.73821528072102,4.354170650014375,4.355227942636524
0.00023873873873873875,257.16641705405146,51.37143687334232,85.82844611175337,1303.344091797384,99.81893583142936,91.14903388825044,107.28145566157468,72.73845363485049,4.357205358877828,4.354061139859656
0.00024864864864864865,258.4155146247051,51.37942300197654,85.83099382048064,1303.6410441206783,99.8207212685978,91.15069807074627,107.27906118585292,72.7373206835748,4.354203422572573,4.355002693203726
0.00025855855855855855,259.5031032576001,51.426128712484484,85.86316541187058,1303.8995945377294,99.82203189189734,91.15037956150955,107.27901143463474,72.73803213880663,4.355483868429591,4.356262222901157
0.00026846846846846845,259.9926748496162,51.433832726017016,85.87083482054061,1304.017413788912,99.8237809677077,91.149392453228,107.27814860835701,72.73717978933843,4.3554199480405105,4.356064662975375
0.0002783783783783784,261.87739620921764,51.4659263463918,85.89043233303833,1304.4753122553664,99.82696842514395,91.14942344816657,107.27913740448706,72.73700141454673,4.356929930026735,4.356063918299252
