hemodynamics bgdiffusion value,bgDO2,ppcw,pcv,col,cor,left flow,caSys_pH,caSys_pCO2,cvSys_pCO2,cvSys_pH,cvSys_pO2,caSys_pO2,caSys_HCO3,cvSys_HCO3,caSys_BE,caSys_O2sat,cvSys_O2sat,hb,bgLactate,ecmop1,ecmop2,ecmop3,ecmoUnitFlow,paosys,paoavg,paodia,svl,svr,ppasys,ppadia,ppaavg
0.0001,1275.683139284538,12.275701999999928,5.019146000000048,4.355536999999964,4.355536999999964,2.819999999999999,7.465862381473788,32.04427983875937,41.256048923285825,7.3815982341761925,48.38046091833562,159.45247504089355,22.396462535902373,23.749380035492873,-1.2551427583333314,99.2897136496521,83.65447169910271,13.0,0.5,-20.20000000000003,175.80000000000163,154.6,21.161774999999956,143.3731939999998,107.27966700000071,91.14922096173314,72.73746899999973,72.73746899999973,27.492071008853678,12.17376400000006,14.658907
0.00010990990990990992,1277.8696340516667,12.275701999999928,5.019146000000048,4.355536999999964,4.355536999999964,2.819999999999999,7.465844813507184,32.04592594879264,41.260285997285735,7.381565225042824,48.563575935635626,165.20337305839328,22.39670918593556,23.750015596593023,-1.2553321549999936,99.36523789718498,83.80114464033613,13.0,0.5,-20.20000000000003,175.80000000000163,154.6,21.161774999999956,143.3731939999998,107.27966700000071,91.14922095702605,72.73746899999973,72.73746899999973,27.492071010024826,12.17376400000006,14.658907
0.00011981981981981982,1283.6187223662664,12.275701999999928,5.019146000000048,4.355536999999964,4.355536999999964,2.819999999999999,7.465808034066637,32.04936703406651,41.271842987999825,7.381475425733283,49.150019288600326,182.9162497529996,22.397225274066702,23.751749064200105,-1.2558483533333258,99.51923447106695,84.25134962846721,13.0,0.5,-20.20000000000003,175.80000000000163,154.6,21.161774999999956,143.3731939999998,107.27966700000071,91.1492209510553,72.73746899999973,72.73746899999973,27.492071010807802,12.17376400000006,14.658907
0.00012972972972972974,1288.4246770420023,12.275701999999928,5.019146000000048,4.355536999999964,4.355536999999964,2.819999999999999,7.465783203999943,32.05169549400013,41.28228232799987,7.381394083999958,49.70468770800026,199.2142578900004,22.397574885999923,23.753315125999872,-1.2563136079999928,99.62322700600076,84.6639092440007,13.0,0.5,-20.20000000000003,175.80000000000163,154.6,21.161774999999956,143.3731939999998,107.27966700000071,91.14922094746393,72.73746899999973,72.73746899999973,27.492071011199293,12.17376400000006,14.658907
0.00013963963963963964,1293.0803569160012,12.275701999999928,5.019146000000048,4.355536999999964,4.355536999999964,2.819999999999999,7.465764046000028,32.05353429400019,41.293224485999815,7.38130927600002,50.30703118200045,216.24941412200022,22.397850722000058,23.754956557999748,-1.2568012460000002,99.70234249800068,85.09763144800034,13.0,0.5,-20.20000000000003,175.80000000000163,154.6,21.161774999999956,143.3731939999998,107.27966700000071,91.14922094393688,72.73746899999973,72.73746899999973,27.492071011980606,12.17376400000006,14.658907
0.00014954954954954954,1295.1714076100034,12.275701999999928,5.019146000000048,4.355536999999964,4.355536999999964,2.819999999999999,7.465757682,32.054151928,41.296380043999825,7.381284836000035,50.482421692000464,224.17226567200007,22.39794324000006,23.755429911999748,-1.2569418560000032,99.732995402001,85.22266141200016,13.0,0.5,-20.20000000000003,175.80000000000163,154.6,21.161774999999956,143.3731939999998,107.27966700000071,91.14922093664387,72.73746899999973,72.73746899999973,27.492071011980606,12.17376400000006,14.658907
0.00015945945945945947,1297.1007844019998,12.275701999999928,5.019146000000048,4.355536999999964,4.355536999999964,2.819999999999999,7.4657522860000425,32.054649814000186,41.29933264799998,7.3812616900000085,50.65039070199985,231.74589873800034,22.398017912000103,23.75587285200001,-1.2570729980000015,99.75686536600092,85.33953395399928,13.0,0.5,-20.200000000000028,175.80000000000163,154.6,21.161774999999956,143.3731939999998,107.27966700000071,91.14922093292695,72.73746899999973,72.73746899999973,27.492071011980602,12.17376400000006,14.658907
0.00016936936936936937,1298.6605965509948,12.275701999999928,5.019146000000048,4.355536999999964,4.355536999999964,2.819999999999999,7.465748217000054,32.05503286500009,41.3022793939999,7.381238921999963,50.819726428000294,237.94931633899935,22.398075533000114,23.756314752999977,-1.2572041830000005,99.77438339300075,85.45613433299971,13.0,0.5,-20.200000000000028,175.80000000000163,154.6,21.161774999999956,143.3731939999998,107.27966700000071,91.149220926945,72.73746899999973,72.73746899999973,27.49207101238589,12.17376400000006,14.658907
0.0001792792792792793,1299.4509623553702,12.275701999999928,5.019146000000048,4.355536999999964,4.355536999999964,2.819999999999999,7.465745911899984,32.05521809956684,41.30360807246655,7.381228659133289,50.896490696400406,241.13301088969914,22.398103029833507,23.756513946566635,-1.257263326899999,99.78279439816674,85.50869799096662,13.0,0.5,-20.200000000000028,175.80000000000163,154.6,21.161774999999956,143.3731939999998,107.27966700000071,91.1492209232458,72.73746899999973,72.73746899999973,27.492071013598256,12.17376400000006,14.658907
0.0001891891891891892,1300.7030542841962,12.275701999999928,5.019146000000048,4.355536999999964,4.355536999999964,2.819999999999999,7.465742793399959,32.055488991400054,41.30604756080013,7.3812097268000105,51.03871103639973,246.2640821462006,22.398143664033565,23.756879435400062,-1.2573717914,99.79513603699951,85.60516938580056,13.0,0.5,-20.200000000000028,175.80000000000163,154.6,21.161774999999956,143.3731939999998,107.27966700000071,91.14922091971579,72.73746899999973,72.73746899999973,27.49207101399826,12.17376400000006,14.658907
